MOF,ASA_m^2/g,AV_Volume_fraction,AV_cm^3/g,POAV_Volume_fraction,POAV_cm^3/g,Channel Dimensionality,Working,TSN,Loged selec,vertice,edge,topo,di,df,dif
m184_6c_oct_o275_2c_bcs,1847.08,0.66916,0.601522,0.58604,0.526803,3,1.56329359,2.539304248,1.624329726,oct,2c,bcs,7.21453,4.92128,6.96829
m14_12c_hpr_o109_4c_square_shp,893.863,0.52376,0.389742,0.41948,0.312145,1,1.697813248,2.75778163,1.624313883,hpr,square,shp,6.94853,5.49167,6.93574
m243_4c_square_o168_4c_square_cdm,1368.05,0.57754,0.582722,0.49496,0.499401,2,3.191398551,5.183672661,1.624263651,square,square,cdm,5.5677,4.09993,5.14522
m146_6c_oct_o453_2c_bcs,1200.14,0.62968,0.479876,0.50958,0.388349,3,1.303341546,2.116798922,1.624132161,oct,2c,bcs,7.36954,4.27117,7.22515
m902_n1_8c_o502_fixedH_2c_bcu,2324.23,0.68426,0.776821,0.60978,0.692266,3,1.772811694,2.879249059,1.624114433,8c,2c,bcu,7.74705,5.28166,6.76785
m315_4c_tet_o242_4c_square_ptr,1207.82,0.57982,0.428538,0.48758,0.360364,3,1.869607353,3.036328051,1.624045844,tet,square,ptr,9.70331,5.71148,9.37231
m312_fixedH_4c_square_o144_2c_lvt,1888.03,0.66688,0.788489,0.56052,0.662734,2,1.147157605,1.862780614,1.623822747,square,2c,lvt,7.76846,6.23904,6.65837
m167_n1_8c_o196_3c_the,832.265,0.57216,0.41199,0.40716,0.29318,3,1.500089572,2.43580098,1.623770357,8c,3c,the,7.41767,5.32732,7.41767
m442_6c_trp_o364_p1_2c_acs,1973.82,0.64884,0.74421,0.5431,0.622928,2,1.300668557,2.111916742,1.623716304,trp,2c,acs,7.11997,5.7637,7.05745
m179_6c_oct_o171_3c_pyr,1124.51,0.58544,0.54281,0.47328,0.438817,3,1.995774316,3.240546136,1.623703697,oct,3c,pyr,6.18542,3.98547,6.14177
m144_fixedH_8c_o562_2c_bcu,1745.17,0.65358,0.679943,0.5454,0.567399,3,1.340674041,2.17681052,1.623668732,8c,2c,bcu,7.90209,4.96878,7.47809
m358_4c_square_o565_4c_square_cdm,535.834,0.58374,0.431709,0.35428,0.26201,2,0.933617229,1.515820435,1.623599467,square,square,cdm,6.57828,4.26666,6.53593
m184_6c_oct_o346_2c_bcs,2235.82,0.69048,0.763916,0.5596,0.619116,3,1.244657829,2.02066049,1.623466661,oct,2c,bcs,9.84129,5.43381,9.52348
m24_6c_oct_o381_2c_pcu,522.994,0.54978,0.518591,0.41106,0.387741,1,0.83560107,1.356563452,1.623458252,oct,2c,pcu,5.13234,4.37566,5.13234
m179_6c_oct_o498_fixedL_2c_bcs,842.303,0.60324,0.501149,0.42642,0.354254,3,1.10746274,1.79786692,1.623410753,oct,2c,bcs,6.90891,3.88682,6.90456
m325_8c_o312_fixedH_2c_bcu,1164.76,0.59712,0.521596,0.49008,0.428095,3,1.213370668,1.969659364,1.62329568,8c,2c,bcu,6.22629,5.19129,6.22629
m298_n2_8c_o389_p1_2c_bcu,0,0.53836,0.396937,0.375,0.27649,1,1.102451826,1.789455413,1.623159734,8c,2c,bcu,5.98753,3.08397,5.83161
m541_4c_square_o145_4c_square_mot,1596.74,0.6032,0.641237,0.51164,0.543904,2,1.768252556,2.870105879,1.623131192,square,square,mot,8.94068,6.37169,8.93468
m40_6c_oct_o421_2c_bcs,1586.64,0.64582,0.646943,0.51452,0.515415,3,1.228644624,1.994226834,1.623111187,oct,2c,bcs,9.39485,4.86294,8.88993
m335_8c_o409_2c_bcu,1942.41,0.65918,0.826146,0.54638,0.684774,3,1.326738122,2.153283136,1.622990325,8c,2c,bcu,7.88423,4.07871,7.33315
m463_fixedH_6c_oct_o550_2c_pcu,2012.06,0.68944,0.761359,0.62372,0.688783,3,1.444736057,2.344767478,1.622972907,oct,2c,pcu,7.67295,5.0547,7.63906
m196_p2_6c_oct_o480_2c_crs,1198.73,0.56316,0.555873,0.37102,0.366219,3,1.079273566,1.751500637,1.622851418,oct,2c,crs,8.97885,4.99417,8.97885
m366_6c_oct_o422_2c_pcu,2465.89,0.73528,0.851541,0.68084,0.788493,3,1.466326587,2.379596135,1.6228282,oct,2c,pcu,9.21632,6.87102,8.979
m204_8c_o198_3c_the,999.212,0.59254,0.541961,0.37014,0.338545,3,1.650529584,2.67845451,1.622784914,8c,3c,the,8.76054,5.85924,8.76054
m4_8c_o315_2c_bcu,2782.06,0.69308,0.975362,0.61138,0.860387,3,1.246201987,2.022042137,1.622563724,8c,2c,bcu,8.79989,6.40962,8.77519
m124_8c_o354_2c_bcu,2186.16,0.6591,0.78932,0.5748,0.688364,3,1.222676968,1.983794561,1.622500965,8c,2c,bcu,6.57236,3.98809,6.57236
m311_8c_o438_2c_bcu,0,0.51956,0.370403,0.36128,0.257562,2,0.970227256,1.574074634,1.622377257,8c,2c,bcu,5.85615,3.06372,5.79813
m340_p1_6c_oct_o491_2c_pcu,1262.36,0.58466,0.587389,0.45188,0.453989,2,1.318778137,2.13939416,1.622254798,oct,2c,pcu,6.37317,4.17047,6.37036
m68_n2_8c_o454_2c_bcu,532.719,0.56992,0.380491,0.4145,0.27673,1,0.99786926,1.618632188,1.622088437,8c,2c,bcu,5.9059,3.75648,5.88847
m177_fixedL_n1_8c_o501_p1_2c_bcu,1049.08,0.61338,0.439145,0.50314,0.360219,3,1.127391627,1.828392773,1.621790271,8c,2c,bcu,6.26799,4.32086,6.26799
m235_6c_oct_o85_4c_square_soc,859.477,0.60704,0.499954,0.47216,0.388868,3,1.744495051,2.82890789,1.6216199,oct,square,soc,8.70833,4.28154,6.80623
m234_6c_oct_o425_2c_pcu,1756.51,0.65488,0.563504,0.58994,0.507625,3,1.219113093,1.976848597,1.621546523,oct,2c,pcu,6.71304,4.20515,6.70409
m267_4c_square_o39_4c_square_cdz,2718.87,0.67846,1.00851,0.6089,0.905109,3,2.183182547,3.539959269,1.621467373,square,square,cdz,7.59393,6.28466,7.59393
m352_p2_6c_oct_o45_4c_square_soc,1041.88,0.566,0.599341,0.35166,0.372375,3,2.203706986,3.573201002,1.62145014,oct,square,soc,6.77936,4.26602,5.38272
m499_4c_tet_o223_4c_tet_sca,1389.1,0.63248,0.508151,0.5326,0.427905,3,1.427047136,2.31386243,1.621433779,tet,tet,sca,8.95598,6.19936,6.75059
m291_6c_oct_o90_4c_square_soc,1639.56,0.63332,0.625388,0.53424,0.527549,3,1.429750684,2.318139217,1.621359054,oct,square,soc,8.8486,6.05831,8.84666
m402_n1_4c_tet_o223_4c_tet_kea,2220.9,0.72736,0.791592,0.649,0.706312,3,0.709738522,1.150738687,1.621355825,tet,tet,kea,8.57651,6.8041,8.42541
m224_4c_tet_o281_2c_dia,3859.05,0.74334,1.10205,0.6986,1.03572,3,2.081548779,3.374831602,1.621307959,tet,2c,dia,8.75995,6.99694,8.05317
m327_4c_square_o105_4c_square_cdz,1351.3,0.65524,0.524138,0.62072,0.496525,3,1.941252455,3.147270559,1.621257736,square,square,cdz,6.14006,4.07782,5.69378
m281_4c_square_o184_p2_4c_square_cdn,678.723,0.61338,0.704331,0.50614,0.58119,2,0.714365598,1.158131937,1.621203401,square,square,cdn,6.18508,3.78736,5.68265
m425_4c_square_o77_4c_square_cdm,641.005,0.48904,0.444716,0.32612,0.296562,1,1.508055568,2.444834231,1.62118312,square,square,cdm,7.05208,6.2405,7.05208
m68_n2_8c_o362_2c_bcu,0,0.59156,0.577631,0.44642,0.435909,3,1.113103464,1.804377814,1.621033329,8c,2c,bcu,6.09466,3.36821,6.09466
m316_6c_trp_o346_2c_acs,2935.82,0.7412,0.986826,0.66918,0.89094,3,1.42243148,2.30563433,1.620910647,trp,2c,acs,10.45593,6.80766,9.74642
m416_6c_trp_o515_2c_acs,656.089,0.53752,0.527693,0.41182,0.404291,3,1.620698115,2.626955321,1.620878865,trp,2c,acs,5.39367,3.6789,5.19878
m197_8c_o347_2c_bcu,2155.72,0.70448,0.673185,0.6586,0.629343,3,1.122079103,1.81865264,1.620788263,8c,2c,bcu,7.68484,5.98381,7.58271
m433_fixedH_4c_square_o175_4c_square_cdz,2225.91,0.64972,0.832514,0.56524,0.724266,3,2.143126614,3.473312709,1.620675459,square,square,cdz,5.85265,4.12973,5.84176
m16_4c_tet_o36_4c_tet_coe,3080.34,0.6732,0.86111,0.6075,0.777071,3,2.439978199,3.9543844,1.620663824,tet,tet,coe,7.62808,5.52488,7.03902
m196_p2_6c_oct_o525_n1_2c_bcs,0,0.53832,0.539411,0.3138,0.314436,2,0.96074815,1.556959301,1.620569659,oct,2c,bcs,4.8868,3.06705,4.67874
m182_8c_o438_2c_bcu,0,0.5544,0.400108,0.40408,0.291623,1,1.190111462,1.928645874,1.620559028,8c,2c,bcu,5.3127,3.55007,5.3127
m45_n2_6c_oct_o144_2c_bcs,1819.71,0.66438,0.681582,0.54604,0.560178,3,1.135597097,1.840086994,1.620369583,oct,2c,bcs,6.65423,4.44295,6.1917
m127_6c_oct_o106_4c_square_soc,1148.88,0.5997,0.473684,0.48222,0.38089,3,1.60207806,2.595891696,1.620327849,oct,square,soc,7.71099,4.94372,6.35343
m308_6c_oct_o327_2c_bcs,1408.77,0.62544,0.606013,0.50654,0.490806,3,1.952343774,3.163181714,1.620197096,oct,2c,bcs,6.86196,4.36395,6.86196
m236_4c_square_o542_p1_2c_lvt,1115.45,0.58596,0.676934,0.4036,0.466262,1,1.205187098,1.952530893,1.620106037,square,2c,lvt,7.52803,6.49937,7.52803
m476_6c_oct_o47_4c_square_soc,1012.67,0.58448,0.516055,0.34496,0.304576,3,2.47418807,4.008298757,1.620046109,oct,square,soc,7.01308,5.00905,6.97072
m224_4c_tet_o77_4c_square_mog,1891.33,0.63972,0.595052,0.56992,0.530126,2,1.847290482,2.992449829,1.61991298,tet,square,mog,6.42156,4.60332,6.41344
m23_6c_oct_o264_3c_pyr,2258.77,0.69232,0.682141,0.61128,0.602293,3,1.56283069,2.531236637,1.619648663,oct,3c,pyr,7.80266,5.69092,7.80266
m153_fixedH_6c_oct_o338_2c_pcu,779.204,0.53648,0.381237,0.3858,0.27416,2,1.288430634,2.086740183,1.619598392,oct,2c,pcu,6.46943,4.32621,6.39954
m311_8c_o507_2c_bcu,1671.01,0.62584,0.736075,0.4968,0.584306,3,0.995932547,1.612906386,1.6194936,8c,2c,bcu,7.58569,4.83529,7.54426
m288_8c_o235_3c_the,1220.02,0.57816,0.495338,0.43896,0.376078,3,1.336693752,2.164742583,1.619475351,8c,3c,the,8.68977,5.52447,8.68977
m151_6c_oct_o447_2c_pcu,1261.57,0.60206,0.577988,0.50588,0.485654,1,1.40925187,2.282221202,1.619455862,oct,2c,pcu,8.16212,3.71443,7.86512
m224_4c_tet_o24_2c_dia,4186.5,0.74412,1.07951,0.69382,1.00654,3,1.705683519,2.761847422,1.619202737,tet,2c,dia,7.1771,5.96375,7.13876
m495_n1_6c_trp_o213_3c_sit,0,0.54848,0.414612,0.35916,0.2715,1,1.368923073,2.216504209,1.619159069,trp,3c,sit,4.54053,3.59188,4.53376
m45_n2_6c_oct_o42_4c_tet_ibd,891.089,0.6069,0.509918,0.47348,0.397818,3,1.290756614,2.089862134,1.619098528,oct,tet,ibd,5.78934,3.80683,5.75555
m40_6c_oct_o367_p1_2c_pcu,2744.77,0.71624,0.835144,0.6595,0.768984,3,1.233079239,1.996391005,1.619028966,oct,2c,pcu,7.15069,5.94108,7.15069
m13_8c_o404_2c_bcu,121.537,0.51298,0.222651,0.33812,0.146756,1,0.741985392,1.200963506,1.618581065,8c,2c,bcu,5.15236,3.68647,5.15236
m129_6c_oct_o449_2c_pcu,1191.38,0.5988,0.464193,0.4751,0.3683,1,1.288423015,2.085400506,1.618568189,oct,2c,pcu,5.97816,4.87328,5.82014
m140_n2_8c_o76_4c_square_sqc,1373.41,0.58812,0.563163,0.4769,0.456662,2,2.541250748,4.11315657,1.61855597,8c,square,sqc,7.23838,5.12794,6.80424
m121_fixedH_8c_o483_2c_bcu,1243.57,0.5948,0.579099,0.45566,0.443632,2,0.946375701,1.531722778,1.618514483,8c,2c,bcu,6.14316,4.71192,5.91144
m219_p1_6c_oct_o329_2c_pcu,982.461,0.59782,0.484059,0.47632,0.38568,2,2.066839685,3.344489016,1.618165666,oct,2c,pcu,6.53514,4.68313,6.15814
m414_4c_square_o46_4c_square_cdm,659.304,0.5342,0.490042,0.42086,0.386071,2,2.484322881,4.019522532,1.617954962,square,square,cdm,4.92086,4.35234,4.74447
m127_6c_oct_o47_4c_square_soc,926.616,0.60668,0.441596,0.4442,0.323329,3,2.097775042,3.393947991,1.61787986,oct,square,soc,6.86698,4.75309,6.69537
m277_fixedH_8c_o24_2c_bcu,1906.73,0.65044,0.695841,0.56654,0.606085,3,1.380438934,2.232972056,1.617581192,8c,2c,bcu,7.57913,4.99223,7.3071
m426_n2_8c_o49_4c_tet_flu,1363.84,0.61612,0.581438,0.5257,0.496108,3,1.905221207,3.081789161,1.617549264,8c,tet,flu,6.08451,3.84614,5.22247
m414_4c_square_o515_2c_lvt,1904.12,0.62172,0.694951,0.55342,0.618606,3,2.815080832,4.553333125,1.617478643,square,2c,lvt,6.19023,4.30496,4.9767
m393_8c_o420_2c_bcu,0,0.52726,0.405366,0.325,0.249865,1,0.653541152,1.057066373,1.617444241,8c,2c,bcu,4.9097,3.14828,4.79993
m2_4c_square_o47_4c_square_mot,1094.16,0.62334,0.529988,0.5544,0.471373,2,1.07641858,1.741035068,1.617433126,square,square,mot,7.17479,6.38727,7.17479
m184_6c_oct_o200_4c_square_soc,675.042,0.58034,0.399499,0.45184,0.311041,2,1.166553154,1.886785801,1.61740234,oct,square,soc,6.83512,4.50279,5.73817
m407_p1_6c_trp_o197_4c_tet_hea,1793.4,0.7071,0.595571,0.6481,0.545877,3,1.292881015,2.091108141,1.617401847,trp,tet,hea,9.14954,5.82101,8.74317
m269_n2_8c_o77_4c_square_sqc,1981.13,0.65862,0.692048,0.57682,0.606096,2,1.961335678,3.172085357,1.617308752,8c,square,sqc,8.13574,6.18764,7.79483
m487_fixedH_6c_oct_o400_2c_pcu,3625.71,0.75534,1.07284,0.71396,1.01406,3,1.251724226,2.024371682,1.617266519,oct,2c,pcu,9.12017,6.79664,9.12017
m312_fixedH_4c_square_o515_2c_lvt,717.398,0.56478,0.440034,0.39356,0.306633,1,0.967389919,1.564505949,1.617244421,square,2c,lvt,6.56527,5.59466,6.53768
m330_6c_oct_o542_p1_2c_pcu,1721.37,0.62772,0.650104,0.5279,0.546725,2,1.614954135,2.611623066,1.617149992,oct,2c,pcu,6.75476,5.57665,6.63925
m412_4c_square_o565_4c_square_cdz,1027.87,0.62268,0.52436,0.53608,0.451434,3,1.849679204,2.99119569,1.617142953,square,square,cdz,5.4341,3.88107,5.4341
m294_fixedH_8c_o311_2c_bcu,2091.09,0.68022,0.707093,0.61308,0.6373,3,1.641983828,2.655318476,1.617140456,8c,2c,bcu,8.3313,6.76045,8.3313
m148_8c_o10_2c_bcu,1434.22,0.63294,0.567183,0.57082,0.511517,3,1.233935664,1.99544117,1.617135503,8c,2c,bcu,6.95402,5.11945,6.95402
m334_n2_8c_o521_2c_bcu,1232.41,0.63246,0.510139,0.54982,0.443482,3,1.587198064,2.566688071,1.617118952,8c,2c,bcu,6.09582,4.24485,6.08952
m312_fixedH_4c_square_o530_2c_lvt,29.1595,0.39818,0.273537,0.10102,0.0693975,1,0.33112197,0.535421219,1.616990921,square,2c,lvt,4.69955,3.6666,4.69955
m38_4c_square_o384_2c_lvt,47.8939,0.4114,0.23283,0.18438,0.104349,1,0.405141906,0.655105777,1.616978563,square,2c,lvt,4.95242,4.07857,4.95242
m414_4c_square_o224_4c_square_ssd,1644.51,0.64342,0.790083,0.53176,0.652971,3,1.8579298,3.003884394,1.616791116,square,square,ssd,16.54374,4.15204,15.61939
m176_4c_square_o46_4c_square_cdz,220.745,0.41846,0.309346,0.17078,0.126249,1,0.781889092,1.264113748,1.61674304,square,square,cdz,4.75462,3.81979,4.75462
m205_6c_oct_o291_2c_pcu,817.813,0.5803,0.478854,0.44072,0.363675,2,1.184124913,1.914397139,1.61671891,oct,2c,pcu,5.55253,4.08155,5.55253
m406_6c_oct_o408_2c_pcu,3188.34,0.76084,1.10266,0.71822,1.04089,3,1.287481977,2.081262454,1.616537156,oct,2c,pcu,9.38493,6.42421,9.38493
m148_8c_o327_2c_bcu,1259.41,0.61632,0.589953,0.53046,0.507767,3,1.776448348,2.871663409,1.616519508,8c,2c,bcu,7.10134,3.70769,7.036
m432_6c_oct_o281_2c_bcs,1554.46,0.66148,0.555089,0.55772,0.468017,3,1.608158308,2.599585948,1.616498783,oct,2c,bcs,8.2866,5.0973,7.65671
m410_fixedH_p1_12c_hpr_o38_4c_square_shp,2133.66,0.65756,0.6982,0.59074,0.62725,3,1.501552206,2.427232667,1.616482369,hpr,square,shp,8.64208,6.38755,8.64208
m478_fixedH_p2_4c_square_o386_2c_lvt,2451.48,0.6631,0.805943,0.56972,0.692447,3,1.335345358,2.158514278,1.616446461,square,2c,lvt,8.05059,5.71559,8.0088
m354_4c_tet_o212_4c_tet_fel,1421.67,0.58448,0.607583,0.4512,0.469035,3,1.279645408,2.067852691,1.615957576,tet,tet,fel,9.64933,5.94531,9.64933
m234_6c_oct_o175_4c_square_soc,2474.77,0.71474,0.828919,0.65096,0.754951,3,1.782918632,2.88100839,1.615894488,oct,square,soc,9.19115,6.41274,8.88382
m499_4c_tet_o111_4c_square_mog,1599.18,0.60882,0.637252,0.48786,0.510643,2,2.108309169,3.406603876,1.615799014,tet,square,mog,6.55991,5.21885,6.51828
m98_4c_square_o80_4c_square_cdm,999.164,0.5832,0.611436,0.38534,0.403997,2,1.642134703,2.653321283,1.615775659,square,square,cdm,5.60611,4.02912,5.60611
m316_6c_trp_o57_3c_sit,1869,0.67166,0.660794,0.6081,0.598262,2,1.977753592,3.195576609,1.615760741,trp,3c,sit,7.94777,6.67657,7.73357
m432_6c_oct_o489_2c_bcs,2140.98,0.72692,0.66239,0.66632,0.607169,3,1.369927279,2.213325966,1.615652159,oct,2c,bcs,8.91819,6.41673,8.91542
m311_8c_o215_3c_the,1009.74,0.58496,0.472087,0.38708,0.312389,3,1.647934947,2.662409061,1.615603253,8c,3c,the,7.05541,5.25731,7.05541
m269_n2_8c_o213_3c_the,932.189,0.59,0.39106,0.43432,0.287873,3,0.84583546,1.366500142,1.615562608,8c,3c,the,8.63729,5.58033,8.63729
m3_4c_square_o224_4c_square_ssd,1739.2,0.66034,0.728036,0.57592,0.634961,3,1.907636782,3.081863749,1.615540116,square,square,ssd,15.24812,4.38959,15.24812
m182_8c_o327_2c_bcu,692.44,0.5663,0.477735,0.4447,0.375152,3,1.532081644,2.474791783,1.615313252,8c,2c,bcu,5.94086,3.68166,5.89835
m578_8c_o281_2c_bcu,1395.75,0.58468,0.619698,0.46698,0.494949,3,2.140669113,3.457753843,1.615267779,8c,2c,bcu,6.05206,4.40908,5.94383
m42_fixedH_6c_oct_o223_4c_tet_toc,1305.65,0.6306,0.51093,0.53368,0.432403,3,1.213989679,1.960844769,1.615207116,oct,tet,toc,7.73331,5.17246,7.71004
m413_p1_6c_oct_o295_2c_pcu,0,0.57376,0.500201,0.45948,0.400572,1,1.892299081,3.056194365,1.615069413,oct,2c,pcu,6.22341,3.59894,6.217
m483_8c_o495_2c_bcu,0,0.59874,0.582389,0.48454,0.471308,3,1.19853646,1.935644178,1.615006504,8c,2c,bcu,5.45236,3.45182,5.3931
m322_6c_oct_o428_2c_crs,1598.73,0.5955,0.684953,0.43532,0.500711,3,1.089229659,1.758993858,1.614897137,oct,2c,crs,9.72445,4.96671,9.2501
m276_4c_tet_o94_4c_square_mog,1016.86,0.61542,0.453854,0.49418,0.364443,1,1.70360259,2.751074958,1.614857229,tet,square,mog,7.64934,3.72203,7.64934
m150_8c_o496_2c_bcu,0,0.55962,0.567141,0.4064,0.411862,2,1.085993785,1.753518936,1.614667561,8c,2c,bcu,5.53627,3.232,5.23524
m190_6c_trp_o204_3c_sit,679.362,0.50754,0.380239,0.37756,0.28286,1,1.483544726,2.395406076,1.614650393,trp,3c,sit,5.83376,4.2523,5.82262
m209_4c_square_o97_4c_square_mot,725.641,0.50042,0.318422,0.4046,0.257451,1,1.830402423,2.955415954,1.614626334,square,square,mot,4.80859,3.84674,4.80859
m232_n2_6c_oct_o552_2c_pcu,996.365,0.56374,0.488835,0.4359,0.377981,2,1.771282933,2.859896493,1.614590442,oct,2c,pcu,6.35108,4.06506,6.16025
m184_6c_oct_o295_2c_pcu,1373.4,0.6225,0.520633,0.53564,0.447987,2,1.185692082,1.914334625,1.614529315,oct,2c,pcu,6.70446,4.73183,6.64813
m283_8c_o504_2c_bcu,1300.05,0.58664,0.620484,0.46402,0.49079,3,1.680249372,2.712603002,1.614405009,8c,2c,bcu,5.87473,4.93838,5.87473
m299_8c_o452_2c_bcu,0,0.5362,0.485692,0.3709,0.335963,1,0.959585994,1.549144258,1.61438815,8c,2c,bcu,5.94241,3.27656,5.27368
m532_6c_oct_o410_p1_2c_pcu,2745.19,0.67976,0.976181,0.58074,0.833982,2,1.690804277,2.729309073,1.614207576,oct,2c,pcu,6.52185,5.15606,6.06783
m39_fixedH_p2_6c_oct_o534_2c_pcu,1822.25,0.67612,0.577095,0.61266,0.522929,3,1.442058216,2.327769266,1.614199233,oct,2c,pcu,7.15761,5.90434,7.15761
m445_p2_6c_oct_o169_3c_pyr,1443,0.59822,0.659307,0.49732,0.548103,3,2.76551063,4.463844721,1.614112299,oct,3c,pyr,6.63546,3.83805,6.63546
m79_6c_oct_o451_2c_pcu,1623.44,0.64538,0.647457,0.56108,0.562886,2,1.56845394,2.531650254,1.614105579,oct,2c,pcu,8.08345,5.00849,8.07523
m483_8c_o323_p1_2c_bcu,1599.79,0.65214,0.736582,0.56726,0.640712,3,1.144061876,1.846579434,1.614055562,8c,2c,bcu,5.35965,3.94551,5.02674
m161_8c_o536_2c_bcu,0,0.48974,0.420566,0.3188,0.273771,2,0.892964005,1.441058364,1.61379222,8c,2c,bcu,4.50842,3.15934,4.50842
m49_6c_oct_o104_4c_square_soc,1336.62,0.62126,0.546498,0.4375,0.384851,3,1.604975468,2.590004041,1.613734349,oct,square,soc,8.28758,6.92134,8.28758
m413_p1_6c_oct_o305_2c_pcu,1238.2,0.5861,0.515444,0.47298,0.415961,2,1.856767262,2.996322341,1.613730704,oct,2c,pcu,6.14667,4.90499,6.14667
m283_8c_o484_2c_bcu,0,0.52306,0.491969,0.31772,0.298835,1,1.05087052,1.695710963,1.613625019,8c,2c,bcu,6.9514,3.43046,6.9514
m455_8c_o142_4c_square_sqc,0,0.4943,0.387362,0.31434,0.246335,2,1.152472593,1.859623951,1.613594946,8c,square,sqc,5.4403,3.60342,5.01452
m69_4c_tet_o263_4c_tet_tpd,3083.95,0.72106,1.03693,0.64964,0.934223,3,1.619709041,2.613521418,1.613574631,tet,tet,tpd,11.37547,4.66634,11.37541
m468_6c_trp_o169_3c_sit,1297.83,0.60838,0.495755,0.5409,0.440767,2,1.883524612,3.039186546,1.61356349,trp,3c,sit,6.88044,4.25746,6.61727
m233_4c_square_o51_4c_square_mot,2297.72,0.66242,0.722468,0.5849,0.63792,2,1.074320738,1.733414602,1.613498223,square,square,mot,7.07986,4.95071,7.07986
m327_4c_square_o200_4c_square_sse,513.266,0.59464,0.430521,0.4861,0.351937,3,0.912852888,1.472811343,1.613415877,square,square,sse,5.87714,4.53019,5.35675
m300_4c_square_o93_4c_square_cdz,0,0.43604,0.260569,0.31178,0.186314,2,0.861785275,1.390412389,1.613409314,square,square,cdz,5.66235,3.16079,5.60908
m146_6c_oct_o421_2c_pcu,1270.84,0.59788,0.541779,0.50656,0.459028,2,1.338456824,2.159346983,1.6133109,oct,2c,pcu,6.54007,4.14208,6.03063
m139_n1_4c_tet_o78_4c_square_mog,2144.45,0.67598,0.658506,0.63972,0.623184,3,3.00431725,4.846780372,1.613271825,tet,square,mog,6.83365,4.32418,6.83365
m426_n2_8c_o517_2c_bcu,609.535,0.57228,0.434858,0.4404,0.334647,3,1.374170373,2.216769352,1.613169222,8c,2c,bcu,6.09692,4.00954,6.09692
m167_n1_8c_o483_2c_bcu,0,0.53712,0.450831,0.14088,0.118247,1,1.282811326,2.069349466,1.613136261,8c,2c,bcu,6.07124,3.0554,6.01215
m10_n1_4c_tet_o171_3c_bor,2344.55,0.70766,0.946605,0.65636,0.877983,3,1.478814156,2.385439436,1.613075873,tet,3c,bor,11.19372,6.40837,11.19372
m243_4c_square_o213_3c_pto,1028.77,0.55222,0.527694,0.45476,0.434562,3,2.697637302,4.351374301,1.613031632,square,3c,pto,6.1224,4.43489,5.52367
m373_6c_oct_o281_2c_pcu,1071.13,0.59592,0.463388,0.48642,0.378241,2,1.341119286,2.163247864,1.613016744,oct,2c,pcu,6.3684,4.28863,6.3684
m215_6c_trp_o213_3c_sab,137.709,0.4893,0.276816,0.31504,0.17823,1,0.891599927,1.438007422,1.612839323,trp,3c,sab,5.06313,4.09699,5.05972
m645_6c_trp_o165_4c_tet_hea,746.722,0.54136,0.447917,0.38758,0.32068,3,1.157577457,1.866981028,1.612834646,trp,tet,hea,5.65986,3.7428,5.38355
m4_8c_o344_fixedH_2c_bcu,2886.33,0.6932,0.981898,0.61054,0.864812,3,1.284381304,2.071341181,1.612715145,8c,2c,bcu,7.99393,5.66498,7.79265
m424_6c_oct_o304_2c_pcu,2690.24,0.71614,0.853887,0.6628,0.790287,3,1.218371367,1.964766912,1.612617438,oct,2c,pcu,8.33488,6.0598,8.33488
m424_6c_oct_o46_4c_square_soc,1420.44,0.60864,0.582732,0.41956,0.4017,3,2.456782897,3.961436526,1.612448756,oct,square,soc,7.21315,5.71778,6.64753
m232_n2_6c_oct_o45_4c_square_soc,841.19,0.55534,0.393129,0.35982,0.254719,3,2.324119278,3.747408904,1.612399561,oct,square,soc,6.57987,4.77718,5.58387
m234_6c_oct_o262_3c_pyr,3055,0.75002,0.941769,0.70934,0.890688,3,1.854994129,2.990802673,1.612297649,oct,3c,pyr,8.61096,6.91013,8.47839
m316_6c_trp_o256_3c_sit,1794.41,0.6588,0.661246,0.58702,0.5892,3,2.487943272,4.011253615,1.61227696,trp,3c,sit,8.53827,5.85899,8.30407
m456_n2_6c_oct_o338_2c_pcu,0,0.54084,0.446382,0.41638,0.343659,1,1.774577324,2.861037307,1.612235922,oct,2c,pcu,5.37975,3.35163,5.37975
m106_fixedH_8c_o305_2c_bcu,0,0.5262,0.415239,0.35324,0.278751,2,1.294019419,2.086173085,1.612165207,8c,2c,bcu,5.09515,3.45409,5.09442
m45_n2_6c_oct_o309_2c_bcs,0,0.56712,0.476813,0.36816,0.309535,3,1.141026888,1.839433772,1.612086263,oct,2c,bcs,5.6482,3.32677,5.49841
m229_6c_oct_o431_2c_bcs,809.697,0.5914,0.536694,0.42546,0.386104,3,1.659453141,2.674814354,1.61186495,oct,2c,bcs,6.14722,3.95268,5.84723
m271_6c_trp_o533_2c_acs,698.462,0.53986,0.377916,0.38892,0.272254,1,0.961042741,1.54904277,1.611835461,trp,2c,acs,6.44409,4.49191,6.44409
m229_6c_oct_o527_2c_bcs,0,0.58976,0.531385,0.38626,0.348027,3,1.103820387,1.779112117,1.611776824,oct,2c,bcs,6.56034,3.49001,5.83395
m312_fixedH_4c_square_o506_2c_lvt,1307.47,0.6234,0.657342,0.48414,0.5105,1,1.280180756,2.06330493,1.611729375,square,2c,lvt,7.40917,6.68758,7.17582
m491_6c_oct_o136_p1_3c_pyr,1687.77,0.67096,0.648154,0.58888,0.568864,3,1.873390459,3.0193595,1.611708593,oct,3c,pyr,7.77297,4.49084,7.68593
