MOF,ASA_m^2/g,AV_Volume_fraction,AV_cm^3/g,POAV_Volume_fraction,POAV_cm^3/g,Channel Dimensionality,Working,TSN,Loged selec,vertice,edge,topo,di,df,dif
m580_4c_square_o233_4c_square_cdz,1723.36,0.5785,0.652214,0.479,0.540036,3,0.73537427,0.93879042,1.276615811,square,square,cdz,7.22402,4.79182,7.22402
m43_4c_tet_o204_3c_bor,2121.6,0.63992,0.8303,0.55286,0.717339,3,0.717810543,0.916333686,1.276567605,tet,3c,bor,8.74542,4.6085,8.64105
m259_fixedH_n2_8c_o36_4c_tet_flu,1991.17,0.65344,0.766623,0.54308,0.637147,3,0.731059672,0.933245063,1.276564826,8c,tet,flu,8.12302,4.32436,8.12302
m295_4c_tet_o263_4c_tet_fel,1287.62,0.60296,0.498292,0.50194,0.414808,3,0.607351023,0.775296988,1.276522074,tet,tet,fel,8.16038,5.99373,8.16038
m107_n1_8c_o191_3c_the,1281.52,0.5996,0.515884,0.46974,0.404155,3,0.672358336,0.858264346,1.276498408,8c,3c,the,9.68816,6.05058,9.68016
m143_6c_oct_o403_2c_bcs,2404,0.65792,0.915015,0.53272,0.740891,3,1.097802371,1.401232902,1.276398138,oct,2c,bcs,8.61452,5.03843,8.56954
m472_n1_8c_o371_2c_bcu,1699.76,0.65448,0.651743,0.57358,0.571181,3,0.965843688,1.23275407,1.27634946,8c,2c,bcu,7.45729,5.2733,7.4315
m805_4c_tet_o263_4c_tet_fel,1499.32,0.61638,0.566231,0.5258,0.483021,3,0.690502556,0.881201495,1.276174124,tet,tet,fel,8.07253,5.56559,8.04476
m339_fixedH_p2_8c_o454_2c_bcu,1692.58,0.64668,0.690257,0.54602,0.582814,1,0.796076266,1.015912871,1.276150181,8c,2c,bcu,7.53896,6.23508,7.4898
m480_8c_o512_2c_bcu,2149.31,0.6316,0.843066,0.51482,0.687187,3,0.650434866,0.830048017,1.276143178,8c,2c,bcu,8.16935,5.88307,7.9083
m166_fixedH_n1_6c_oct_o329_2c_pcu,1880.85,0.6543,0.683031,0.59624,0.622421,3,0.930262852,1.187066338,1.276054758,oct,2c,pcu,6.88686,4.70984,6.77152
m101_n2_4c_tet_o565_4c_square_mog,3664.6,0.79896,1.33213,0.77428,1.29098,3,0.735583298,0.938625472,1.276028799,tet,square,mog,9.89883,6.88558,9.87507
m654_8c_o10_2c_bcu,2455.49,0.67572,0.809117,0.59486,0.712294,3,0.811557148,1.035568351,1.276026407,8c,2c,bcu,7.21733,4.8415,7.21733
m408_n2_6c_trp_o427_2c_acs,1522.01,0.65568,0.677077,0.5459,0.563714,3,0.715702811,0.91320525,1.275955936,trp,2c,acs,9.33811,3.78653,9.33811
m141_n2_6c_oct_o380_2c_pcu,3407.35,0.75194,1.10016,0.70752,1.03517,3,0.632658984,0.807207619,1.275896872,oct,2c,pcu,8.99157,6.59484,8.97877
m68_n2_8c_o219_6c_oct_ocu,1549.31,0.6729,0.686274,0.57968,0.591201,3,0.77197041,0.984923038,1.275855947,8c,oct,ocu,13.27977,4.14143,13.27977
m426_n2_8c_o11_2c_bcu,2794.75,0.70696,0.819752,0.65046,0.754237,3,0.740812484,0.945144721,1.275821805,8c,2c,bcu,7.10235,5.07459,7.05421
m42_fixedH_6c_oct_o548_2c_bcs,1594.15,0.65352,0.675758,0.5052,0.522391,3,0.590119039,0.752838528,1.27574011,oct,2c,bcs,8.43405,4.31115,7.54823
m482_p3_6c_oct_o363_2c_bcs,1383.38,0.62896,0.679236,0.46154,0.498433,3,0.636849595,0.812450436,1.275733614,oct,2c,bcs,6.64742,4.14179,6.64742
m238_6c_trp_o535_2c_acs,1947.54,0.6321,0.760098,0.5202,0.625538,3,0.599646816,0.764952069,1.275671026,trp,2c,acs,8.5689,5.63783,8.5689
m608_6c_trp_o389_p1_2c_acs,2658.34,0.662,0.925385,0.58568,0.8187,3,1.106707846,1.411792118,1.275668302,trp,2c,acs,7.19806,5.27623,7.07029
m414_4c_square_o566_4c_square_mot,1212.26,0.57816,0.607853,0.41318,0.4344,1,0.542758167,0.692371794,1.275654307,square,square,mot,8.58383,6.43349,8.58383
m44_8c_o360_p1_2c_bcu,3599.52,0.743,1.1733,0.6841,1.08029,3,0.652874315,0.832752325,1.275517058,8c,2c,bcu,9.34179,6.73304,9.34179
m620_6c_oct_o344_fixedH_2c_bcs,0,0.54496,0.448104,0.29756,0.244674,3,0.227227275,0.289810204,1.275419968,oct,2c,bcs,5.16652,3.21114,5.15321
m98_4c_square_o66_3c_pto,2705.23,0.69118,0.981911,0.61964,0.880279,3,0.895797132,1.14246206,1.275358024,square,3c,pto,8.99025,4.56126,7.1339
m137_4c_tet_o196_3c_ctn,2611.13,0.67128,0.87596,0.58598,0.764651,3,0.941655778,1.200919035,1.275326996,tet,3c,ctn,8.27299,4.98621,8.25193
m802_n1_4c_tet_o142_4c_square_pth,2628.86,0.662,0.81852,0.60876,0.752693,3,1.336605713,1.704595439,1.275316589,tet,square,pth,7.22444,5.58746,7.22444
m287_p1_8c_o562_2c_bcu,2991.7,0.69896,1.0077,0.61846,0.891638,3,0.83784802,1.068500197,1.275291188,8c,2c,bcu,9.26852,5.25041,7.94145
m142_fixedH_p4_8c_o359_2c_bcu,2312.33,0.70808,0.7799,0.63972,0.704606,3,0.53322098,0.680008386,1.275284378,8c,2c,bcu,9.44664,6.88281,9.44664
m221_fixedH_n2_6c_oct_o338_2c_pcu,1371.43,0.59806,0.606906,0.45566,0.4624,2,0.537405612,0.685316461,1.275231307,oct,2c,pcu,7.66631,4.88411,7.58373
m357_6c_oct_o356_2c_bcs,2278.66,0.67848,0.756411,0.57256,0.638325,3,0.744722814,0.949657137,1.275182013,oct,2c,bcs,8.1794,5.71661,8.1794
m411_6c_oct_o359_2c_pcu,3419.23,0.68824,1.13092,0.6089,1.00055,3,0.817913545,1.042956445,1.27514265,oct,2c,pcu,8.54617,5.69949,8.54617
m420_n2_8c_o347_2c_bcu,2918.8,0.70484,0.912389,0.64566,0.835783,3,0.726750609,0.926661087,1.275074387,8c,2c,bcu,8.55264,5.89026,8.55264
m240_3c_o136_p1_3c_bwt,2426.82,0.67832,0.903513,0.56248,0.749216,3,0.883779503,1.126831172,1.275013924,3c,3c,bwt,9.54299,5.86609,9.54299
m243_4c_square_o304_2c_lvt,438.182,0.3947,0.262408,0.23802,0.158242,1,0.565937117,0.721507672,1.274890178,square,2c,lvt,6.16668,5.73009,6.14033
m152_6c_oct_o305_2c_crs,2378.66,0.67574,0.848743,0.56352,0.707792,3,0.781621997,0.996441694,1.274838346,oct,2c,crs,9.06743,5.60292,8.64686
m459_6c_oct_o240_4c_tet_toc,1876.23,0.648,0.706823,0.55938,0.610159,3,0.720140396,0.918017702,1.274776012,oct,tet,toc,7.48929,5.77354,7.47783
m483_8c_o103_p2_4c_square_sqc,2697.06,0.68964,0.952339,0.61438,0.848411,3,1.141273958,1.454705213,1.274632794,8c,square,sqc,8.79104,6.81654,8.46211
m299_8c_o409_2c_bcu,2189.89,0.64258,0.846831,0.52494,0.691798,3,0.693114273,0.883405499,1.274545243,8c,2c,bcu,6.87193,4.59051,6.87193
m382_6c_oct_o105_4c_square_soc,1553.38,0.64842,0.689087,0.43654,0.463919,3,1.400861283,1.785419219,1.274515357,oct,square,soc,9.08297,6.66167,7.48248
m264_8c_o158_2c_bcu,1775.68,0.64142,0.752339,0.52168,0.611893,3,0.66118275,0.842687449,1.274515176,8c,2c,bcu,6.88286,4.22956,6.8635
m113_4c_square_o186_fixedH_4c_tet_pts,2683.05,0.6769,0.931997,0.621,0.855031,3,1.503018399,1.915443668,1.274398017,square,tet,pts,7.04743,5.10595,6.11723
m204_8c_o303_2c_bcu,3428.65,0.70154,1.04181,0.62216,0.923925,3,0.624197109,0.795397073,1.274272279,8c,2c,bcu,7.65128,4.89242,7.65128
m66_6c_oct_o346_2c_pcu,2748.5,0.7311,0.993461,0.6623,0.899972,3,0.48483848,0.617782288,1.274202262,oct,2c,pcu,10.76786,6.29225,10.76786
m419_8c_o408_2c_bcu,2196.48,0.65824,0.830912,0.5628,0.710436,3,0.903796628,1.151566614,1.274143517,8c,2c,bcu,7.91328,4.84484,7.87874
m329_fixedH_p3_6c_oct_o457_2c_pcu,1237.6,0.67318,0.412933,0.61638,0.378091,3,0.379802933,0.483922215,1.274140279,oct,2c,pcu,8.27862,6.89266,8.27862
m236_4c_square_o215_3c_pto,2622.55,0.69094,0.979661,0.62654,0.888351,3,0.853407603,1.087338758,1.274114215,square,3c,pto,9.57683,5.1351,9.55527
m151_6c_oct_o482_2c_pcu,2232.57,0.6751,0.761545,0.61566,0.694494,3,0.799326577,1.018321579,1.273974378,oct,2c,pcu,7.75007,5.17406,7.718
m357_6c_oct_o375_2c_pcu,3275.47,0.76574,1.1317,0.71522,1.05703,3,0.543032588,0.691788239,1.273935034,oct,2c,pcu,9.63232,6.96567,9.47848
m130_6c_oct_o355_2c_crs,2430.37,0.6859,0.906536,0.56968,0.752931,3,0.70817596,0.902154215,1.27391251,oct,2c,crs,10.06448,6.22113,9.65759
m278_8c_o199_4c_tet_flu,3903.31,0.76314,1.39253,0.71798,1.31013,3,0.814803995,1.037954808,1.273870544,8c,tet,flu,12.88084,5.12362,12.88084
m365_6c_oct_o546_2c_pcu,1897.87,0.65658,0.720126,0.55972,0.613892,3,0.630760212,0.803457255,1.27379191,oct,2c,pcu,8.36737,4.55162,8.36737
m11_6c_trp_o552_2c_acs,1507.35,0.63212,0.649549,0.50784,0.521843,3,0.602632917,0.767565258,1.273686246,trp,2c,acs,7.19986,4.43346,6.99902
m417_fixedH_n1_6c_oct_o214_3c_pyr,2750.22,0.70726,0.894892,0.64194,0.812243,3,0.831710558,1.059291274,1.273629707,oct,3c,pyr,8.71152,5.32103,8.71152
m225_6c_oct_o522_2c_pcu,2489.98,0.7066,0.860418,0.63428,0.772355,3,0.508240868,0.647310138,1.273628664,oct,2c,pcu,9.23208,6.57743,9.20877
m432_6c_oct_o250_3c_pyr,3123.39,0.71532,1.00933,0.6384,0.900794,3,0.599905796,0.76404973,1.273616182,oct,3c,pyr,9.20933,5.82003,8.93058
m6_n2_4c_tet_o242_4c_square_mog,1895.02,0.64202,0.666486,0.57062,0.592365,2,0.701745623,0.893753721,1.273614956,tet,square,mog,7.50828,5.4981,7.49482
m308_6c_oct_o510_2c_bcs,2744.84,0.69276,0.836655,0.60572,0.731536,3,1.018669961,1.297389911,1.273611631,oct,2c,bcs,8.27938,5.90103,7.73224
m408_n2_6c_trp_o310_2c_acs,2366.09,0.70094,0.801398,0.64122,0.733119,3,0.747089229,0.951440472,1.273529902,trp,2c,acs,8.67751,6.61008,8.67751
m236_4c_square_o146_4c_square_cdm,3673.75,0.70294,1.09667,0.64154,1.00088,2,1.184147608,1.508019179,1.273506081,square,square,cdm,7.53531,5.28892,7.00846
m262_fixedH_8c_o417_2c_bcu,2770.24,0.70994,0.864616,0.65294,0.795198,3,0.877762451,1.117779439,1.273441849,8c,2c,bcu,8.65606,6.1145,8.50461
m179_6c_oct_o384_2c_pcu,3440.22,0.70306,0.971116,0.64268,0.887715,3,0.755532202,0.9620738,1.273372329,oct,2c,pcu,6.89392,4.51768,6.89392
m3_4c_square_o511_2c_nbo,3284.71,0.76948,1.12509,0.7125,1.04178,3,0.635628575,0.809195874,1.273064027,square,2c,nbo,10.9619,6.89489,10.91161
m154_fixedH_p6_6c_trp_o455_2c_acs,1637.41,0.64044,0.652001,0.53148,0.541074,3,0.514756292,0.655307933,1.273045018,trp,2c,acs,8.5421,5.92813,8.36206
m325_8c_o413_2c_bcu,2480.17,0.69378,0.837008,0.6293,0.759216,3,0.742386226,0.94507512,1.273023511,8c,2c,bcu,7.58344,6.56296,7.58344
m748_fixedH_n2_8c_o508_2c_bcu,2795.16,0.70218,0.86281,0.63946,0.785742,3,0.734300473,0.934757111,1.272989935,8c,2c,bcu,7.48236,5.52066,7.48236
m580_4c_square_o142_4c_square_cdz,705.775,0.48412,0.454663,0.34486,0.323876,1,0.589894416,0.75092225,1.272977383,square,square,cdz,7.05154,5.7421,7.0508
m280_fixedH_p1_6c_trp_o201_4c_tet_hea,1609.46,0.64678,0.597773,0.55138,0.509601,3,0.678228552,0.863345652,1.272942063,trp,tet,hea,10.76705,5.61368,10.76705
m527_n2_6c_oct_o536_2c_bcs,0,0.57808,0.520197,0.37248,0.335184,1,0.471504133,0.60019479,1.272936434,oct,2c,bcs,7.08352,3.34214,7.08204
m304_fixedH_n1_8c_o396_2c_bcu,1982.13,0.65512,0.682476,0.57766,0.601781,3,0.814323442,1.036548758,1.272895639,8c,2c,bcu,7.5624,6.14247,7.39191
m17_4c_tet_o99_4c_square_mog,1521.57,0.66912,0.530269,0.60736,0.481325,3,0.718222568,0.914212827,1.272882345,tet,square,mog,7.61255,4.56555,7.61255
m420_n2_8c_o438_2c_bcu,1611.76,0.64392,0.602611,0.55884,0.522989,3,0.85183181,1.084270192,1.272868869,8c,2c,bcu,7.32454,5.58686,7.32454
m296_8c_o311_2c_bcu,919.028,0.56576,0.551807,0.4099,0.399791,1,0.667595364,0.849680392,1.272747592,8c,2c,bcu,5.51028,3.9479,5.51028
m390_n3_6c_oct_o409_2c_pcu,4410.87,0.75616,1.47634,0.70928,1.38481,3,0.73049883,0.92971781,1.272716358,oct,2c,pcu,10.6255,6.40855,10.45682
m309_4c_tet_o90_4c_square_pth,2096.7,0.65996,0.72174,0.58994,0.645165,3,0.947082758,1.205361115,1.272709386,tet,square,pth,8.47415,6.03549,8.47415
m447_6c_oct_o558_2c_bcs,2193.2,0.688,0.803534,0.56936,0.664971,3,0.72840954,0.926889523,1.272484052,oct,2c,bcs,9.04967,6.76932,8.91621
m470_n2_8c_o321_2c_bcu,2843.27,0.70402,0.880706,0.62564,0.782655,3,0.536158519,0.682233856,1.272448038,8c,2c,bcu,6.87228,5.35297,6.87228
m296_8c_o490_2c_bcu,1589.94,0.62088,0.706777,0.49972,0.568854,3,0.708261828,0.901146463,1.272335212,8c,2c,bcu,6.65022,4.07038,6.47953
m106_fixedH_8c_o204_3c_the,999.166,0.55362,0.4862,0.39426,0.346247,3,0.539798059,0.68679182,1.272312504,8c,3c,the,9.87813,4.34883,9.87813
m420_n2_8c_o544_2c_bcu,2262.31,0.66038,0.778158,0.58428,0.688486,3,0.901801456,1.147237342,1.272161776,8c,2c,bcu,6.97116,5.65484,6.95792
m296_8c_o191_3c_the,1556.7,0.61828,0.691486,0.49028,0.54833,3,0.652566195,0.830145066,1.27212392,8c,3c,the,9.45115,6.44899,9.35351
m150_8c_o4_2c_bcu,0,0.56576,0.602066,0.4119,0.438333,1,0.690583968,0.878495367,1.27210507,8c,2c,bcu,5.67763,3.57571,5.67763
m305_n2_8c_o400_2c_bcu,1653.02,0.64556,0.650712,0.54318,0.547515,3,0.5477624,0.69679065,1.272067323,8c,2c,bcu,7.33905,5.28232,7.32739
m468_6c_trp_o506_2c_acs,2068.94,0.66742,0.767457,0.58486,0.672522,3,0.756941176,0.962846596,1.272023014,trp,2c,acs,8.44188,5.16814,8.44188
m217_fixedH_n1_6c_oct_o398_2c_bcs,3350.32,0.74728,1.13734,0.6757,1.0284,3,0.961508308,1.222929531,1.271886598,oct,2c,bcs,11.76692,6.74172,11.57682
m479_8c_o483_2c_bcu,337.168,0.55592,0.303575,0.38856,0.212183,1,0.298557994,0.379727063,1.271870358,8c,2c,bcu,6.76697,4.52053,6.73895
m460_6c_trp_o392_2c_acs,1544.25,0.61308,0.681242,0.4919,0.546589,3,0.637369299,0.810639635,1.271852341,trp,2c,acs,6.94671,5.46717,6.93472
m98_4c_square_o233_4c_square_cdz,2771.46,0.6844,0.940535,0.60038,0.82507,3,0.948645205,1.206534937,1.271850562,square,square,cdz,8.05342,5.92513,8.05342
m445_p2_6c_oct_o5_2c_bcs,1654.95,0.5981,0.696085,0.45012,0.523862,3,0.922741112,1.173558472,1.271817693,oct,2c,bcs,7.57874,4.71195,7.5225
m11_6c_trp_o553_2c_acs,1477.44,0.6153,0.610543,0.50012,0.496254,3,0.743688672,0.945817201,1.271791862,trp,2c,acs,6.23968,4.47407,6.22526
m811_4c_square_o38_4c_square_cdn,497.943,0.56412,0.544529,0.36876,0.355954,1,0.551210702,0.701007606,1.271759788,square,square,cdn,4.96092,3.88646,4.95513
m811_4c_square_o196_3c_pto,1600.21,0.63142,0.660181,0.50914,0.532331,3,0.605333112,0.769813639,1.271719032,square,3c,pto,8.04069,5.1632,8.04069
m585_4c_tet_o196_3c_ctn,2638.54,0.67878,0.886878,0.59652,0.779399,3,0.946213802,1.203133983,1.271524448,tet,3c,ctn,7.88619,5.6167,7.88619
m673_p2_6c_trp_o240_4c_tet_hea,1673.45,0.61042,0.66633,0.44822,0.489274,3,0.776372672,0.987118238,1.271448975,trp,tet,hea,6.57037,4.51954,6.57037
m654_8c_o536_2c_bcu,1466.39,0.6085,0.638838,0.47272,0.496288,3,0.670347691,0.852242236,1.271343584,8c,2c,bcu,7.30295,5.01274,7.30009
m357_6c_oct_o386_2c_pcu,1042.71,0.5737,0.506139,0.45564,0.401982,2,0.587322824,0.746667148,1.271306201,oct,2c,pcu,6.44098,4.61293,6.44098
m173_p4_6c_oct_o242_4c_square_soc,2199.74,0.66588,0.739098,0.59462,0.660002,3,1.006312466,1.279293719,1.271268877,oct,square,soc,8.43452,5.79621,7.6933
m152_6c_oct_o179_fixedL_4c_tet_ibd,2702.91,0.66846,0.862316,0.56834,0.733161,3,1.005444421,1.278164175,1.271242993,oct,tet,ibd,8.00293,5.58164,7.91891
m210_p2_4c_square_o266_4c_square_cdn,3004.49,0.68816,1.01653,0.62096,0.917267,3,1.309037737,1.66404235,1.271195095,square,square,cdn,6.0346,5.23957,6.00037
m464_4c_square_o175_4c_square_cdn,1207.12,0.54904,0.582283,0.36418,0.38623,1,0.91949837,1.168850888,1.271183208,square,square,cdn,6.80882,5.53158,6.70881
m165_6c_trp_o531_2c_acs,1713.9,0.64562,0.670719,0.53078,0.551415,3,0.468698442,0.595770118,1.271116063,trp,2c,acs,8.41167,5.91207,8.41167
m394_fixedH_n2_6c_oct_o235_3c_pyr,1649.9,0.6429,0.685092,0.54332,0.578977,3,0.675842454,0.859035057,1.271058147,oct,3c,pyr,6.65869,4.19634,6.65869
m322_6c_oct_o187_3c_pyr,2563.35,0.68936,0.829439,0.6315,0.759821,3,1.436230634,1.825466727,1.271012248,oct,3c,pyr,8.11292,5.48699,8.11248
m184_6c_oct_o431_2c_pcu,1998,0.68318,0.664907,0.6231,0.606434,3,0.567999142,0.721896974,1.270947297,oct,2c,pcu,7.46773,6.11124,7.46773
m337_n2_8c_o266_4c_square_sqc,1879.84,0.62494,0.649723,0.54486,0.566467,3,1.119626485,1.422946612,1.27091189,8c,square,sqc,7.45538,5.38765,6.64408
m186_p2_6c_trp_o171_3c_sit,1767.85,0.61448,0.707985,0.53208,0.613047,3,1.167465602,1.483713236,1.270883899,trp,3c,sit,7.29016,5.95637,6.96425
m130_6c_oct_o78_4c_square_soc,1457.88,0.60166,0.644657,0.443,0.474658,2,0.71372982,0.907060512,1.270873777,oct,square,soc,8.21684,5.01352,8.13444
m234_6c_oct_o195_4c_tet_toc,1229.67,0.54906,0.512432,0.4164,0.388622,3,0.634948671,0.806709999,1.270512147,oct,tet,toc,9.03983,5.42604,9.03983
m319_fixedH_p3_6c_oct_o501_p1_2c_pcu,1578.24,0.68782,0.526161,0.6191,0.473593,3,0.326748488,0.415135777,1.270505579,oct,2c,pcu,8.36065,6.08935,8.2339
m377_p3_6c_oct_o190_3c_pyr,2752.78,0.66644,0.963556,0.58662,0.84815,3,1.022714715,1.299343819,1.270485112,oct,3c,pyr,9.75393,5.85403,8.48158
m102_6c_oct_o495_2c_bcs,2474.56,0.73164,0.784928,0.65514,0.702856,3,0.672111183,0.853791177,1.27031241,oct,2c,bcs,9.28767,5.57818,8.4834
m259_fixedH_n2_8c_o508_2c_bcu,1888.56,0.67528,0.76561,0.58784,0.666473,3,0.504760431,0.641186504,1.270278858,8c,2c,bcu,8.14751,5.63013,8.14751
m895_6c_trp_o329_2c_lcy,2392.56,0.69404,0.833031,0.61416,0.737154,3,0.745161689,0.946549175,1.270260117,trp,2c,lcy,9.22014,5.69575,7.90979
m475_p1_3c_o194_3c_bwt,1427.35,0.60836,0.668571,0.44454,0.488537,3,0.445393111,0.565719504,1.270157733,3c,3c,bwt,11.66868,5.41982,11.46693
m330_6c_oct_o527_2c_pcu,2819.1,0.70782,0.858311,0.64064,0.776847,3,0.594705112,0.755348999,1.270123601,oct,2c,pcu,7.55793,5.32516,7.55793
m151_6c_oct_o457_2c_pcu,927.232,0.59572,0.345288,0.50388,0.292056,2,0.612819751,0.778321345,1.270065699,oct,2c,pcu,7.80979,4.45049,7.80979
m299_8c_o505_2c_bcu,3443.73,0.72036,1.08108,0.65184,0.978252,3,0.742647297,0.943203077,1.270055221,8c,2c,bcu,9.01114,5.94876,7.69011
m432_6c_oct_o492_2c_pcu,2294.78,0.75038,0.747436,0.71132,0.708529,3,0.432256708,0.54897305,1.270016266,oct,2c,pcu,8.70351,6.36465,8.70351
m434_p2_6c_oct_o523_2c_bcs,0,0.56582,0.679153,0.30096,0.361242,1,0.549500104,0.697855865,1.269983136,oct,2c,bcs,6.12949,3.01379,5.03914
m345_n2_12c_cuo_o379_p1_2c_fcu,2978.15,0.7111,1.19001,0.58386,0.977075,3,0.799972129,1.015875933,1.269889157,cuo,2c,fcu,15.51657,5.74059,15.51015
m232_n2_6c_oct_o446_2c_pcu,2005.2,0.6517,0.672065,0.57504,0.59301,3,0.83879645,1.065168599,1.269877333,oct,2c,pcu,7.69998,4.64866,7.35541
m417_fixedH_n1_6c_oct_o498_fixedL_2c_pcu,1057.35,0.614,0.461033,0.50964,0.382673,3,0.467237314,0.593325197,1.269858333,oct,2c,pcu,6.43043,4.60933,5.91605
m205_6c_oct_o317_2c_bcs,3090.22,0.73324,0.941353,0.6642,0.852717,3,0.830990315,1.055214558,1.269827745,oct,2c,bcs,9.29085,6.79077,8.2835
m204_8c_o385_2c_bcu,2817.48,0.70164,0.950125,0.61968,0.839139,3,0.826532055,1.049545983,1.269818849,8c,2c,bcu,8.3508,5.41442,7.66225
m163_p2_4c_square_o566_4c_square_cdz,1766.18,0.63814,0.758123,0.5173,0.614562,2,0.941721314,1.195690158,1.269685776,square,square,cdz,7.03772,5.45639,6.90949
m800_4c_square_o245_4c_square_ssd,2030.34,0.63872,0.840809,0.54364,0.715646,3,0.763410423,0.969173216,1.269531025,square,square,ssd,15.08064,5.38822,14.94371
m1_6c_oct_o14_2c_bcs,1265.77,0.617,0.557993,0.4633,0.418992,3,0.866048234,1.099394622,1.269438097,oct,2c,bcs,7.22789,4.51107,6.67031
m463_fixedH_6c_oct_o493_2c_pcu,3273.04,0.74674,1.00646,0.69954,0.942845,3,0.790217722,1.003119536,1.269421715,oct,2c,pcu,8.97418,5.9442,8.97418
m234_6c_oct_o357_2c_pcu,1694.98,0.65604,0.595726,0.57314,0.520447,3,0.620879354,0.788146203,1.269403142,oct,2c,pcu,8.2479,4.71877,7.75566
m18_8c_o371_2c_bcu,1298.67,0.66176,0.469459,0.57904,0.410776,3,0.607291784,0.770860484,1.269341204,8c,2c,bcu,7.8666,5.51588,6.94495
m491_6c_oct_o447_2c_bcs,2964.36,0.72126,0.96224,0.62144,0.829069,3,0.654734663,0.831075115,1.269331168,oct,2c,bcs,10.14221,6.15123,10.14221
m485_4c_square_o52_4c_square_cdz,1209.67,0.60564,0.478267,0.49764,0.39298,3,0.533146307,0.676646744,1.269157707,square,square,cdz,6.56774,4.91804,6.56774
m284_12c_cuo_o409_2c_fcu,0,0.62748,0.724754,0.44408,0.512923,2,0.586586278,0.744464572,1.269147609,cuo,2c,fcu,9.95743,3.44595,6.87182
m532_6c_oct_o114_p1_3c_pyr,3852.76,0.71952,1.1905,0.66584,1.10168,3,1.149322484,1.4586312,1.269122653,oct,3c,pyr,8.5628,6.19894,8.45554
m366_6c_oct_o346_2c_bcs,4074.34,0.77602,1.24265,0.6981,1.11787,3,0.628415726,0.797518106,1.26909317,oct,2c,bcs,10.72043,6.71987,10.38578
m311_8c_o462_p2_2c_bcu,0,0.58676,0.537079,0.45862,0.419789,2,0.671481271,0.852127878,1.269027023,8c,2c,bcu,5.08733,3.46492,5.08733
m309_4c_tet_o531_2c_qtz,3146.63,0.73026,1.05563,0.65552,0.947589,3,0.551481847,0.69983802,1.269013702,tet,2c,qtz,9.65191,5.93085,9.5217
m106_fixedH_8c_o239_3c_the,0,0.49482,0.215131,0.32724,0.142273,1,0.270264146,0.342956887,1.268969236,8c,3c,the,8.64186,3.54329,8.64186
m102_6c_oct_o551_2c_pcu,1324.35,0.62568,0.550058,0.48312,0.424729,2,0.457955059,0.581104475,1.268911574,oct,2c,pcu,7.45004,5.31384,7.45004
m139_n1_4c_tet_o528_2c_qtz,4528.22,0.80572,1.47892,0.76304,1.40058,3,0.724571531,0.919416879,1.268911129,tet,2c,qtz,10.04096,6.80695,10.04096
m234_6c_oct_o510_2c_bcs,2517.57,0.7,0.77857,0.61222,0.680938,3,0.925526719,1.174407492,1.268907173,oct,2c,bcs,9.07041,5.79728,8.02837
m140_n2_8c_o351_2c_bcu,3436.8,0.71542,0.988882,0.66106,0.913743,3,0.841718637,1.068036867,1.268876344,8c,2c,bcu,7.91506,5.88557,7.89795
m298_n2_8c_o317_2c_bcu,2343.63,0.68044,0.765645,0.60864,0.684855,3,0.864861701,1.097332575,1.268795431,8c,2c,bcu,7.10045,5.51799,7.10045
m180_4c_tet_o30_3c_bor,2125.39,0.74132,0.754734,0.70204,0.714744,3,0.714284853,0.906258046,1.268762795,tet,3c,bor,10.51945,6.66927,10.51945
m133_6c_oct_o357_2c_pcu,1278.71,0.63908,0.515733,0.54258,0.437858,2,0.473582601,0.600850956,1.268735286,oct,2c,pcu,6.58533,5.56209,6.58533
m375_p1_6c_trp_o478_2c_lcy,2026.34,0.65834,0.746967,0.54932,0.623271,3,0.448515213,0.569033915,1.26870594,trp,2c,lcy,8.6141,6.41796,8.6141
m541_4c_square_o49_4c_tet_pts,3052.31,0.66768,0.878205,0.61394,0.80752,3,1.180417243,1.497581776,1.268688495,square,tet,pts,7.37439,5.45978,7.09775
m620_6c_oct_o552_2c_crs,1978.65,0.66904,0.729492,0.54214,0.591125,3,0.490260786,0.621964142,1.268639385,oct,2c,crs,10.57831,6.05573,10.03604
m341_n1_4c_tet_o165_4c_tet_icm,1470.18,0.69156,0.534762,0.62552,0.483695,3,0.381532515,0.484012342,1.268600508,tet,tet,icm,9.56936,5.09736,9.21018
m304_fixedH_n1_8c_o38_4c_square_sqc,2083.95,0.68806,0.738107,0.62726,0.672885,2,0.79116424,1.00348082,1.268359678,8c,square,sqc,7.82568,6.81783,7.56122
m463_fixedH_6c_oct_o367_p1_2c_bcs,3698.23,0.75306,1.16453,0.66148,1.02291,3,0.599027736,0.759732283,1.268275637,oct,2c,bcs,9.50398,6.55446,9.50398
m146_6c_oct_o70_3c_pyr,2349.99,0.69676,0.790185,0.62744,0.71157,3,0.910420466,1.15460351,1.268209089,oct,3c,pyr,10.27527,5.84953,10.27527
m304_fixedH_n1_8c_o489_2c_bcu,1876.16,0.66294,0.562427,0.59924,0.508385,3,0.67882379,0.860870942,1.268180277,8c,2c,bcu,6.42737,4.89178,6.42737
m805_4c_tet_o437_2c_qtz,2260.92,0.67352,0.825558,0.59996,0.735393,3,0.78110328,0.990577477,1.268177336,tet,2c,qtz,7.64451,4.20672,7.5245
m45_n2_6c_oct_o197_4c_tet_toc,2023,0.70022,0.730778,0.62798,0.655386,3,0.624914746,0.792437152,1.268072416,oct,tet,toc,8.57322,5.70787,8.4051
